   25   30     0     0  con    0  1.0D+00  2.9D-03  1.702D-01  1.370D+03
   26   31     0     0  con    0  1.0D+00  3.4D-03  2.528D-01  1.370D+03
   27   32     0     0  con    0  1.0D+00  1.4D-03  1.877D-01  1.370D+03
   28   33     0     0  con    0  1.0D+00  4.3D-04  1.708D-01  1.370D+03
   29   34     0     0  con    0  1.0D+00  8.3D-04  1.679D-01  1.370D+03
   30   35     0     0  con    0  1.0D+00  9.1D-04  1.641D-01  1.370D+03
   31   36     0     0  con    0  1.0D+00  1.8D-03  1.793D-01  1.370D+03
   32   37     0     0  con    0  1.0D+00  3.9D-04  1.804D-01  1.370D+03
   33   38     0     0  con    0  1.0D+00  3.7D-04  1.773D-01  1.370D+03
   34   39     0     0  con    0  1.0D+00  9.0D-04  1.594D-01  1.370D+03
   35   40     0     0  con    0  1.0D+00  1.7D-03  1.311D-01  1.370D+03
   36   41     0     0  con    0  1.0D+00  2.6D-03  7.328D-02  1.370D+03
   37   42     0     0  con    0  1.0D+00  1.4D-03  7.625D-02  1.370D+03
   38   43     0     0  con    0  1.0D+00  2.0D-03  1.035D-01  1.370D+03
   39   44     0     0  con    0  1.0D+00  1.1D-03  7.656D-02  1.370D+03
   40   45     0     0  con    0  1.0D+00  1.6D-03  3.561D-02  1.370D+03
   41   46     0     0  con    0  1.0D+00  1.4D-03  6.709D-02  1.370D+03
   42   47     0     0  con    0  1.0D+00  3.6D-04  3.373D-02  1.370D+03
   43   48     0     0  con    0  1.0D+00  1.1D-04  3.282D-02  1.370D+03
   44   49     0     0  con    0  1.0D+00  3.7D-04  3.232D-02  1.370D+03
   45   50     0     0  con    0  1.0D+00  4.1D-04  2.678D-02  1.370D+03
   46   52     0     0  con    1  3.8D-01  2.1D-04  3.582D-02  1.370D+03
   47   53     0     0  con    0  1.0D+00  2.2D-04  3.012D-02  1.370D+03
   48   54     0     0  con    0  1.0D+00  1.1D-04  2.708D-02  1.370D+03
   49   55     0     0  con    0  1.0D+00  2.3D-04  2.382D-02  1.370D+03
   50   56     0     0  con    0  1.0D+00  2.3D-04  1.820D-02  1.370D+03
   51   57     0     0  con    0  1.0D+00  4.6D-05  1.999D-02  1.370D+03
   52   58     0     0  con    0  1.0D+00  1.5D-04  2.157D-02  1.370D+03
   53   59     0     0  con    0  1.0D+00  2.1D-04  1.995D-02  1.370D+03
   54   60     0     0  con    0  1.0D+00  5.7D-04  1.666D-02  1.370D+03
   55   61     0     0  con    0  1.0D+00  3.1D-04  8.328D-03  1.370D+03
   56   62     0     0  con    0  1.0D+00  4.5D-05  7.382D-03  1.370D+03

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 3.613E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    =f     = function value

           * * *

Machine pitls  = number of iterations performed in nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     7.586D+00  1.018D+03
    1    3     1     0  ---    1  1.8D-03  4.0D-01  1.796D+00  9.773D+02
    2    4     0     0  con    0  1.0D+00  9.6D-02  9.884D+00  9.769D+02
    3    5     0     0  con    0  1.0D+00  3.0D-02  4.347D+00  9.747D+02
    4    6     0     0  con    0  1.0D+00  2.9D-02  2.515D+00  9.740D+02
    5    7     0     0  con    0  1.0D+00  5.6D-02  8.539D-01  9.732D+02
    6    8     0     0  con    0  1.0D+00  5.4D-02  1.012D+00  9.727D+02
    7   10     0     0  con    1  2.8D-01  2.5D-02  1.023D+00  9.725D+02
    8   11     0     0  con    0  1.0D+00  2.6D-02  7.297D-01  9.724D+02
    9   12     0     0  con    0  1.0D+00  1.1D-02  1.115D+00  9.723D+02
   10   13     0     0  con    0  1.0D+00  2.1D-02  1.258D+00  9.723D+02
   11   14     0     0  con    0  1.0D+00  7.0D-03  9.440D-01  9.723D+02
   12   15     0     0  con    0  1.0D+00  2.5D-03  8.159D-01  9.723D+02
   13   16     0     0  con    0  1.0D+00  5.6D-03  6.546D-01  9.723D+02
   14   17     0     0  con    0  1.0D+00  6.8D-03  6.714D-01  9.722D+02
   15   18     0     0  con    0  1.0D+00  6.9D-03  7.150D-01  9.722D+02
   16   19     0     0  con    0  1.0D+00  5.4D-03  7.240D-01  9.722D+02
   17   20     0     0  con    0  1.0D+00  8.0D-03  7.421D-01  9.722D+02
   18   21     0     0  con    0  1.0D+00  7.8D-03  5.953D-01  9.722D+02
   19   22     0     0  con    0  1.0D+00  6.9D-03  4.532D-01  9.722D+02
   20   23     0     0  con    0  1.0D+00  1.9D-02  4.825D-01  9.722D+02
   21   24     0     0  con    0  1.0D+00  1.7D-02  1.845D-01  9.722D+02
   22   25     0     0  con    0  1.0D+00  3.5D-03  1.883D-01  9.722D+02
   23   26     0     0  con    0  1.0D+00  3.3D-03  2.504D-01  9.722D+02
   24   27     0     0  con    0  1.0D+00  6.3D-03  2.178D-01  9.722D+02
   25   28     0     0  con    0  1.0D+00  1.1D-02  3.574D-01  9.722D+02
   26   29     0     0  con    0  1.0D+00  6.8D-03  1.952D-01  9.722D+02
   27   30     0     0  con    0  1.0D+00  3.5D-03  1.181D-01  9.722D+02
   28   31     0     0  con    0  1.0D+00  4.5D-04  1.149D-01  9.722D+02
   29   32     0     0  con    0  1.0D+00  1.7D-03  1.069D-01  9.722D+02
   30   34     0     0  con    1  4.7D-01  1.1D-03  1.165D-01  9.722D+02
   31   35     0     0  con    0  1.0D+00  8.1D-04  1.202D-01  9.722D+02
   32   36     0     0  con    0  1.0D+00  1.1D-03  1.189D-01  9.722D+02
   33   37     0     0  con    0  1.0D+00  9.2D-04  1.162D-01  9.722D+02
   34   38     0     0  con    0  1.0D+00  9.0D-04  1.052D-01  9.722D+02
   35   39     0     0  con    0  1.0D+00  1.1D-03  8.323D-02  9.722D+02
   36   40     0     0  con    0  1.0D+00  2.4D-03  8.883D-02  9.722D+02
   37   41     0     0  con    0  1.0D+00  5.7D-04  6.189D-02  9.722D+02
   38   42     0     0  con    0  1.0D+00  7.1D-04  5.044D-02  9.722D+02
   39   43     0     0  con    0  1.0D+00  1.4D-03  4.292D-02  9.722D+02
   40   44     0     0  con    0  1.0D+00  1.6D-03  2.414D-02  9.722D+02
   41   45     0     0  con    0  1.0D+00  2.4D-03  3.798D-02  9.722D+02
   42   46     0     0  con    0  1.0D+00  7.1D-04  1.116D-02  9.722D+02
   43   47     0     0  con    0  1.0D+00  2.5D-04  1.014D-02  9.722D+02
   44   48     0     0  con    0  1.0D+00  3.6D-04  1.011D-02  9.722D+02
   45   49     0     0  con    0  1.0D+00  4.7D-04  1.623D-02  9.722D+02
   46   50     0     0  con    0  1.0D+00  1.2D-04  7.842D-03  9.722D+02
   47   51     0     0  con    0  1.0D+00  1.1Dprojg = norm of the projected gradient
f     = function valnact  = number of active bounds at the generalized Cauchy point
su
RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     5.183D+00  7.192D+02
    1    3     1     0  ---    1  3.1D-03  4.3D-01  1.310D+00  6.914D+02
    2    4     0     0  con    0  1.0D+00  1.0D-01  5.540D+00  6.905D+02
    3    5     0     0  con    0  1.0D+00  3.4D-02  3.152D+00  6.892D+02
    4    6     0     0  con    0  1.0D+00  5.3D-02  1.470D+00  6.885D+02
    5    7     0     0  con    0  1.0D+00  4.7D-02  6.386D-01  6.882D+02
    6    8     0     0  con    0  1.0D+00  8.1D-02  1.010D+00  6.878D+02
    7   10     0     0  con    1  4.9D-01  2.9D-02  7.895D-01  6.876D+02
    8   11     0     0  con    0  1.0D+00  1.5D-02  5.352D-01  6.876D+02
    9   12     0     0  con    0  1.0D+00  1.4D-02  7.503D-01  6.875D+02
   10   13     0     0  con    0  1.0D+00  1.9D-02  7.175D-01  6.875D+02
   11   14     0     0  con    0  1.0D+00  1.6D-02  5.545D-01  6.875D+02
   12   15     0     0  con    0  1.0D+00  4.9D-03  4.768D-01  6.874D+02
   13   16     0     0  con    0  1.0D+00  5.3D-03  3.882D-01  6.874D+02
   14   17     0     0  con    0  1.0D+00  8.1D-03  3.945D-01  6.874D+02
   15   18     0     0  con    0  1.0D+00  1.3D-02  5.325D-01  6.874D+02
   16   19     0     0  con    0  1.0D+00  3.0D-03  4.248D-01  6.874D+02
   17   20     0     0  con    0  1.0D+00  2.3D-03  4.059D-01  6.874D+02
   18   21     0     0  con    0  1.0D+00  6.8D-03  3.685D-01  6.874D+02
   19   22     0     0  con    0  1.0D+00  1.1D-02  2.856D-01  6.874D+02
   20   24     0     0  con    1  4.1D-01  1.1D-02  4.035D-01  6.874D+02
   21   25     0     0  con    0  1.0D+00  1.3D-02  2.016D-01  6.874D+02
   22   26     0     0  con    0  1.0D+00  6.9D-03  1.141D-01  6.874D+02
   23   27     0     0  con    0  1.0D+00  1.1D-02  1.906D-01  6.874D+02
   24   28     0     0  con    0  1.0D+00  3.5D-03  1.035D-01  6.874D+02
   25   29     0     0  con    0  1.0D+00  1.6D-03  6.856D-02  6.874D+02
   26   30     0     0  con    0  1.0D+00  3.8D-03  7.911D-02  6.874D+02
   27   31     0     0  con    0  1.0D+00  3.9D-03  7.837D-02  6.874D+02
   28   32     0     0  con    0  1.0D+00  2.2D-03  6.287D-02  6.874D+02
   29   33     0     0  con    0  1.0D+00  1.0D-03  7.696D-02  6.874D+02
   30   34     0     0  con    0  1.0D+00  1.2D-03  7.542D-02  6.874D+02
   31   35     0     0  con    0  1.0D+00  2.0D-03  8.375D-02  6.874D+02
   32   36     0     0  con    0  1.0D+00  5.1D-04  6.936D-02  6.874D+02
   33   37     0     0  con    0  1.0D+00  3.2D-04  6.217D-02  6.874D+02
   34   38     0     0  con    0  1.0D+00  5.8D-04  5.511D-02  6.874D+02
   35   39     0     0  con    0  1.0D+00  9.6D-04  4.503D-02  6.874D+02
   36   40     0     0  con    0  1.0D+00  1.9D-03  4.618D-02  6.874D+02
   37   41     0     0  con    0  1.0D+00  3.7D-04  4.053D-02  6.874D+02
   38   42     0     0  con    0  1.0D+00  2.2D-04  3.982D-02  6.874D+02
   39   43     0     0  con    0  1.0D+00  7.6D-04  3.561D-02  6.874D+02
   40   44     0     0  con    0  1.0D+00  1.5D-03  2.696D-02  6.874D+02
   41   45     0     0  con    0  1.0D+00  7.5D-04  1.393D-02  6.874D+02
   42   46     0     0  con    0  1.0D+00  4.0D-04  1.150D-02  6.874D+02
   43   47     0     0  con    0  1.0D+00  4.9D-04  9.887D-03  6.874D+02
   44   48     0     0  con    0  1.0D+00  6.4D-04  1.067D-02  6.874D+02
   45   49   f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184
RUNNING THE L-BFGS-B CODE

it    = iteration n   47   51     0     0  con    0  1.0D+00  1.2D-04  6.814D-03  6.874D+02
   48   52     0     0  con    0  1.0D+00  1.9D-04  5.448D-03  6.874D+02
   49   54     0     0  con    1  2.8D-01  6.8D-05  5.727D-03  6.874D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 3.180E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.495D+00  5.071D+02
    1    2     1     0  ---    0  1.1D-02  1.0D+00  2.057D+00  5.058D+02
    2    3     0     0  con    0  1.0D+00  4.0D-01  2.205D+00  4.879D+02
    3    5     0     0  con    1  2.1D-01  7.2D-02  1.099D+00  4.868D+02
    4    6     0     0  con    0  1.0D+00  1.1D-01  7.331D-01  4.861D+02
    5    7     0     0  con    0  1.0D+00  3.7D-02  4.589D-01  4.858D+02
    6    8     0     0  con    0  1.0D+00  9.3D-02  1.150D+00  4.854D+02
    7    9     0     0  con    0  1.0D+00  9.2D-02  1.299D+00  4.853D+02
    8   10     0     0  con    0  1.0D+00  2.2D-02  3.136D-01  4.851D+02
    9   11     0     0  con    0  1.0D+00  1.2D-02  4.381D-01  4.851D+02
   10   12     0     0  con    0  1.0D+00  1.5D-02  4.192D-01  4.851D+02
   11   13     0     0  con    0  1.0D+00  2.8D-02  9.453D-01  4.851D+02
   12   14     0     0  con    0  1.0D+00  1.2D-02  3.850D-01  4.850D+02
   13   15     0     0  con    0  1.0D+00  4.9D-03  3.071D-01  4.850D+02
   14   16     0     0  con    0  1.0D+00  1.0D-02  2.716D-01  4.850D+02
   15   17     0     0  con    0  1.0D+00  1.1D-02  3.090D-01  4.850D+02
   16   18     0     0  con    0  1.0D+00  1.3D-02  2.529D-01  4.850D+02
   17   19     0     0  con    0  1.0D+00  3.5D-03  2.678D-01  4.850D+02
   18   20     0     0  con    0  1.0D+00  9.1D-03  2.330D-01  4.850D+02
   19   21     0     0  con    0  1.0D+00  1.2D-02  3.615D-01  4.850D+02
   20   22     0     0  con    0  1.0D+00  1.9D-03  2.096D-01  4.850D+02
   21   23     0     0  con    0  1.0D+00  3.9D-03  1.490D-01  4.850D+02
   22   24     0     0  con    0  1.0D+00  6.8D-03  1.073D-01  4.850D+02
   23   25     0     0  con    0  1.0D+00  9.8D-03  6.503D-02  4.850D+02
   24   27     0     0  con    1  2.9D-01  5.8D-03  1.071D-01  4.850D+02
   25   28     0     0  con    0  1.0D+00  7.4D-03  4.690D-02  4.850D+02
   26   29     0     0  con    0  1.0D+00  2.7D-03  4.343D-02  4.850D+02
   27   30     0     0  con    0  1.0D+00  3.6D-03  6.302D-02  4.850D+02
   28   31     0     0  con    0  1.0D+00  3.8D-03  6.825D-02  4.850D+02
   29   32     0     0  con    0  1.0D+00  9.5D-04  2.937D-02  4.850D+02
   30   33     0     0  con    0  1.0D+00  7.2D-04  2.946D-02  4.850D+02
   31   34     0     0  con    0  1.0D+00  1.1D-03  3.320D-02  4.850D+02
   32   35     0     0  con    0  1.0D+00  1.5D-03  3.250D-02  4.850D+02
   33   37     0     0  con    1  3.1D-01  6.8D-04  3.014D-02  4.850D+02
   34   38     0     0  con    0  1.0D+00  7.6D-04  2.745D-02  4.850D+02
   35   39     0     0  con    0  1.0D+00  4.2D-04  2.493D-02  4.850D+02
   36   40     0     0  con    0  1.0D+00  8.5D-04  1.976D-02  4.850D+02
   37   41     0     0  con    0  1.0D+00  2.5D-04  1.970D-02  4.850D+02
   38   42     0     0  con    0  1.0D+00  1.4D-04  2.002D-02  4.850D+02
   39   43     0     0  con    0  1.0D+00  5.4D-04  1.700D-02  4.850D+02
   40   44     0     0  con    0  1.0D+00  8.2D-04  1.867D-02  4itls  = number of iterations performed in the line search
stepl = step 
 Total User time 2.835E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration n   43   47     0     0  con    0  1.0D+00  3.3D-04  6.226D-03  4.850D+02
   44   48     0     0  con    0  1.0D+00  4.2D-04  7.151D-03  4.850D+02
   45   49     0     0  con    0  1.0D+00  5.9D-04  4.920D-03  4.850D+02
   46   50     0     0  con    0  1.0D+00  1.7D-04  2.786D-03  4.850D+02
   47   51     0     0  con    0  1.0D+00  6.3D-05  2.246D-03  4.850D+02

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.973E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.319D+00  3.571D+02
    1    2     1     0  ---    0  1.8D-02  1.0D+00  1.115D+00  3.527D+02
    2    3     0     0  con    0  1.0D+00  3.7D-01  1.290D+00  3.436D+02
    3    5     0     0  con    1  2.2D-01  7.5D-02  8.877D-01  3.429D+02
    4    6     0     0  con    0  1.0D+00  1.1D-01  4.367D-01  3.424D+02
    5    7     0     0  con    0  1.0D+00  4.0D-02  4.532D-01  3.422D+02
    6    8     0     0  con    0  1.0D+00  1.4D-01  8.678D-01  3.418D+02
    7    9     0     0  con    0  1.0D+00  9.6D-02  1.108D+00  3.418D+02
    8   10     0     0  con    0  1.0D+00  3.7D-02  4.190D-01  3.417D+02
    9   11     0     0  con    0  1.0D+00  8.3D-03  3.603D-01  3.417D+02
   10   12     0     0  con    0  1.0D+00  2.4D-02  3.397D-01  3.416D+02
   11   13     0     0  con    0  1.0D+00  2.4D-02  3.939D-01  3.416D+02
   12   14     0     0  con    0  1.0D+00  3.7D-02  1.608D-01  3.416D+02
   13   15     0     0  con    0  1.0D+00  9.8D-03  2.365D-01  3.416D+02
   14   16     0     0  con    0  1.0D+00  5.0D-03  2.773D-01  3.416D+02
   15   17     0     0  con    0  1.0D+00  8.9D-03  2.718D-01  3.416D+02
   16   18     0     0  con    0  1.0D+00  1.8D-02  2.099D-01  3.416D+02
   17   19     0     0  con    0  1.0D+00  1.4D-02  1.732D-01  3.416D+02
   18   20     0     0  con    0  1.0D+00  2.8D-03  1.489D-01  3.416D+02
   19   21     0     0  con    0  1.0D+00  6.8D-03  1.075D-01  3.416D+02
   20   22     0     0  con    0  1.0D+00  1.1D-02  1.162D-01  3.416D+02
   21   23     0     0  con    0  1.0D+00  6.4D-03  8.468D-02  3.416D+02
   22   24     0     0  con    0  1.0D+00  5.8D-03  7.063D-02  3.416D+02
   23   25     0     0  con    0  1.0D+00  6.8D-03  6.326D-02  3.416D+02
   24   26     0     0  con    0  1.0D+00  8.7D-03  4.480D-02  3.416D+02
   25   27     0     0  con    0  1.0D+00  1.4D-03  3.419D-02  3.416D+02
   26   28     0     0  con    0  1.0D+00  2.1D-03  3.816D-02  3.416D+02
   27   29     0     0  con    0  1.0D+00  2.0D-03  3.478D-02  3.416D+02
   28   31     0     0  con    1  5.0D-01  2.6D-03  2.811D-02  3.416D+02
   29   32     0     0  con    0  1.0D+00  3.4D-03  1.648D-02  3.416D+02
